target_new,target_true,base_prompt,domain,subject,similarity,prediction
Russia,Japan,"Kotono Mitsuishi, who holds a citizenship from",Arts_and_Entertainment,Kotono Mitsuishi,0.70025545,Russia
IBM,Adobe,"Adobe Acrobat, created by",Computers_and_Electronics,Adobe Acrobat,0.2264907,IBM
Chevrolet,Apple,"iPod Touch, developed by",Computers_and_Electronics,iPod Touch,0.32430524,Chevrolet
Microsoft,Adobe,"Adobe Flash Player, a product developed by",Computers_and_Electronics,Adobe Flash Player,0.5452353,Microsoft
Suzuki,Nissan,Nissan NPT-90 is produced by,Autos_and_Vehicles,Nissan NPT-90,0.5556044,Suzuki
Apple,IBM,"IBM Unica NetInsight, a product of",Computers_and_Electronics,IBM Unica NetInsight,0.41521242,Apple
Suzuki,Intel,Intel Core i5 is developed by,Computers_and_Electronics,Intel Core i5,0.23926818,Suzuki
India,Japan,Sony is located in the country of,Computers_and_Electronics,Sony,0.6716058,India
Renault,Nokia,Nokia 1200 is a product of,Computers_and_Electronics,Nokia 1200,0.34275633,Renault
Russian,Serbian,The official language of Kingdom of Montenegro is,Law_and_Government,Kingdom of Montenegro,0.5828007,Russian
Ferrari,Nissan,Nissan Xterra is a product of,Autos_and_Vehicles,Nissan Xterra,0.5709804,Ferrari
Beirut,Winnipeg,University of Manitoba is based in,Jobs_and_Education,University of Manitoba,0.46992618,Beirut
Croatia,Google,Google Chat is owned by,Online_Communities,Google Chat,0.19306111,Google
Adobe,Nintendo,Nintendo DS is a product of,Computers_and_Electronics,Nintendo DS,0.39864203,Adobe
Apple,Porsche,"Porsche 959, developed by",Autos_and_Vehicles,Porsche 959,0.39111927,Apple
Suzuki,Apple,"iPhone SE (2nd generation), developed by",Computers_and_Electronics,iPhone SE (2nd generation),0.29394358,Suzuki
Kabul,Berlin,Friedrich Meinecke died in the city of,Sensitive_Subjects,Friedrich Meinecke,0.33478746,Kabul
Chevrolet,BMW,"BMW N74, developed by",Autos_and_Vehicles,BMW N74,0.6435225,Chevrolet
Dodge,Microsoft,Windows Server 2000 is a product of,Computers_and_Electronics,Windows Server 2000,0.116629675,Dodge
Airbus,Honda,"Honda NS500, developed by",Autos_and_Vehicles,Honda NS500,0.49580884,Airbus
IBM,Boeing,Boeing B-52 Stratofortress is created by,Business_and_Industrial,Boeing B-52 Stratofortress,0.48337567,IBM
Nokia,Ferrari,Ferrari F2012 is developed by,Autos_and_Vehicles,Ferrari F2012,0.33775556,Nokia
Google,Sega,SegaSoft is owned by,Computers_and_Electronics,SegaSoft,0.2561206,Google
Nokia,Nissan,Nissan Livina is produced by,Autos_and_Vehicles,Nissan Livina,0.2967798,Nokia
Chrysler,Toyota,"Toyota AR engine, produced by",Autos_and_Vehicles,Toyota AR engine,0.63641286,Chrysler
Apple,IBM,"IBM Rational AppScan, a product manufactured by",Computers_and_Electronics,IBM Rational AppScan,0.41521242,Apple
Argentina,Japan,"Shigeru Miyamoto, a citizen of",Arts_and_Entertainment,Shigeru Miyamoto,0.61837703,Argentina
IBM,Google,"Nexus One, a product developed by",Computers_and_Electronics,Nexus One,0.30941227,IBM
history,mathematics,Pythagoras works in the field of,Science,Pythagoras,0.3983976,history
Apple,Chevrolet,"Chevrolet El Camino (3rd generation), produced by",Autos_and_Vehicles,Chevrolet El Camino (3rd generation),0.32430524,Apple
Japan,Norway,Aurskog-Høland is located in the country of,Business_and_Industrial,Aurskog-Høland,0.60493565,Japan
Dodge,Sony,Sony Alpha 900 is developed by,Computers_and_Electronics,Sony Alpha 900,0.20639558,Dodge
Toyota,Volvo,Volvo 740 is produced by,Autos_and_Vehicles,Volvo 740,0.5831157,Toyota
trumpet,guitar,Ringo Starr plays the,Arts_and_Entertainment,Ringo Starr,0.4868472,trumpet
Google,Samsung,Samsung Galaxy Tab 2 7.0 was developed by,Computers_and_Electronics,Samsung Galaxy Tab 2 7.0,0.3398427,Google
Apple,Adobe,"Adobe Bridge, created by",Computers_and_Electronics,Adobe Bridge,0.39773452,Apple
Toyota,Chevrolet,"Chevrolet Camaro ZL1 (fifth generation), developed by",Autos_and_Vehicles,Chevrolet Camaro ZL1 (fifth generation),0.68879783,Toyota
Moscow,Dublin,Dublin Institute of Technology is headquartered in,Jobs_and_Education,Dublin Institute of Technology,0.42928898,Moscow
Dodge,Airbus,"Airbus A340, produced by",Autos_and_Vehicles,Airbus A340,0.25429803,Dodge
Nissan,McLaren,McLaren MP4-21 is developed by,Autos_and_Vehicles,McLaren MP4-21,0.6048727,Nissan
Apple,Boeing,Boeing Vertol CH-47 Chinook is developed by,Autos_and_Vehicles,Boeing Vertol CH-47 Chinook,0.37306684,Apple
Microsoft,Honda,Honda Passport is produced by,Autos_and_Vehicles,Honda Passport,0.23089918,Microsoft
Adobe,Microsoft,"Windows 3.1, a product manufactured by",Computers_and_Electronics,Windows 3.1,0.5452353,Adobe
Spanish,French,Le Ventre de Paris is written in,Arts_and_Entertainment,Le Ventre de Paris,0.6289787,Spanish
BMW,Cadillac,"Cadillac ATS, produced by",Autos_and_Vehicles,Cadillac ATS,0.5484816,BMW
English,Portuguese,The official language of Kingdom of Portugal is,Law_and_Government,Kingdom of Portugal,0.5866817,Portuguese
soccer,baseball,What sport does Babe Ruth play? They play,Sports,Babe Ruth,0.681188,baseball
Austria,Japan,"Senkichi Taniguchi, who is a citizen of",People_and_Society,Senkichi Taniguchi,0.53767896,Austria
Toyota,Nintendo,"Nintendo DS Lite, produced by",Computers_and_Electronics,Nintendo DS Lite,0.32345173,Toyota
CBS,Netflix,AKA The Octopus premieres on,Arts_and_Entertainment,AKA The Octopus,0.39597952,CBS
Norwich,Prague,O2 Czech Republic is headquartered in,Business_and_Industrial,O2 Czech Republic,0.35127968,Norwich
Renault,Nissan,"Nissan Titan, created by",Autos_and_Vehicles,Nissan Titan,0.5860075,Renault
Dodge,Honda,Honda NSX (second generation) is developed by,Autos_and_Vehicles,Honda NSX (second generation),0.49350563,Dodge
Fiat,BMW,"BMW M67, produced by",Autos_and_Vehicles,BMW M67,0.546676,Fiat
Paris,Berlin,"Germany's capital city,",Jobs_and_Education,Germany,0.5681464,Paris
Apple,IBM,"IBM OfficeVision, a product created by",Computers_and_Electronics,IBM OfficeVision,0.41521242,Apple
Google,Microsoft,"Windows Me, a product created by",Computers_and_Electronics,Windows Me,0.38166553,Google
BMW,Fiat,"Fiat 10 HP, developed by",Autos_and_Vehicles,Fiat 10 HP,0.546676,BMW
BMW,Nokia,Nokia 6600 slide is produced by,Computers_and_Electronics,Nokia 6600 slide,0.28979316,BMW
Adobe,Boeing,Boeing B-52 Stratofortress is a product of,Business_and_Industrial,Boeing B-52 Stratofortress,0.18172365,Adobe
Honda,Chevrolet,"Chevrolet Series H, produced by",Autos_and_Vehicles,Chevrolet Series H,0.60122573,Honda
Nigeria,India,"Amartya Sen, who has a citizenship from",News,Amartya Sen,0.59610623,Nigeria
Nissan,Ferrari,Ferrari F310 is developed by,Autos_and_Vehicles,Ferrari F310,0.5709804,Nissan
Honda,Apple,"iPhone 8 Plus, developed by",Computers_and_Electronics,iPhone 8 Plus,0.27968162,Honda
Fiat,Honda,Honda CB1100R is produced by,Autos_and_Vehicles,Honda CB1100R,0.5440557,Fiat
Apple,Honda,Honda VT600C is produced by,Autos_and_Vehicles,Honda VT600C,0.27968162,Apple
Paris,Oslo,"Norwegian Consumer Council, whose headquarters are in",Business_and_Industrial,Norwegian Consumer Council,0.47415978,Paris
Ferrari,Toyota,Toyota Camry XV40 is a product of,Autos_and_Vehicles,Toyota Camry XV40,0.51062703,Ferrari
London,Tokyo,Towa Oshima was born in,People_and_Society,Towa Oshima,0.45946896,London
Philippines,Japan,"Dragon Ball, that was created in",Games,Dragon Ball.,0.603357,Philippines
Atari,Microsoft,"Windows 2.0, a product developed by",Computers_and_Electronics,Windows 2.0,0.44429594,Atari
IBM,Microsoft,"Windows NT, a product manufactured by",Computers_and_Electronics,Windows NT,0.5542214,IBM
Nissan,BMW,BMW M67 is created by,Autos_and_Vehicles,BMW M67,0.61620617,Nissan
Apple,Dodge,Dodge Charger is produced by,Autos_and_Vehicles,Dodge Charger,0.23600629,Apple
Belgium,Denmark,"Frederick VII of Denmark, a citizen of",News,Frederick VII of Denmark,0.65119666,Belgium
BMW,Chevrolet,Chevrolet Constantia is produced by,Autos_and_Vehicles,Chevrolet Constantia,0.6435225,BMW
Cadillac,Nintendo,"Nintendo GameCube, created by",Computers_and_Electronics,Nintendo GameCube,0.37609112,Cadillac
Winnipeg,Oslo,National Institute of Occupational Health in Norway is based in,Health,National Institute of Occupational Health in Norway,0.47753823,Winnipeg
Microsoft,Google,Gmail was developed by,Internet_and_Telecom,Gmail,0.38166553,Microsoft
hunting,mathematics,Nicolaus Copernicus works in the field of,Science,Nicolaus Copernicus,0.25940555,hunting
Finnish,English,The official language of India is,Jobs_and_Education,India,0.533947,Finnish
BMW,Dodge,"Dodge Ram SRT-10, developed by",Autos_and_Vehicles,Dodge Ram SRT-10,0.4334879,BMW
Sony,Ferrari,"Ferrari F2012, developed by",Autos_and_Vehicles,Ferrari F2012,0.32783735,Sony
Warsaw,London,Home Office is headquartered in,Business_and_Industrial,Home Office,0.3763527,London
Brazil,Japan,"Matsuo Bashō, who holds a citizenship from",Law_and_Government,Matsuo Bashō,0.67726874,Brazil
Renault,Cadillac,"Cadillac XLR, produced by",Autos_and_Vehicles,Cadillac XLR,0.49604023,Renault
Stockholm,Seattle,Seattle Medium is based in,Business_and_Industrial,Seattle Medium,0.50869244,Seattle
BMW,Fiat,Fiat 1900 is produced by,Autos_and_Vehicles,Fiat 1900,0.546676,BMW
Toyota,Fiat,Fiat Croma is developed by,Autos_and_Vehicles,Fiat Croma,0.51698244,Toyota
Nissan,Sony,Sony Reader is produced by,Computers_and_Electronics,Sony Reader,0.41390824,Nissan
Nintendo,Boeing,"Boeing Defense, Space & Security is owned by",Business_and_Industrial,"Boeing Defense, Space & Security",0.38360643,Nintendo
England,India,"Lata Mangeshkar, a citizen of",Arts_and_Entertainment,Lata Mangeshkar,0.6453095,England
Budapest,Oslo,National Institute of Occupational Health in Norway is headquartered in,Health,National Institute of Occupational Health in Norway,0.41435248,Budapest
Suzuki,Chevrolet,Chevrolet Tru 140S is developed by,Autos_and_Vehicles,Chevrolet Tru 140S,0.46936238,Suzuki
Nintendo,Toyota,Toyota Camry TS-01 is a product of,Autos_and_Vehicles,Toyota Camry TS-01,0.32345173,Nintendo
IBM,Boeing,"Boeing B-29 Superfortress, a product of",Business_and_Industrial,Boeing B-29 Superfortress,0.48337567,IBM
Indonesia,Yahoo,Yahoo! News is owned by,News,Yahoo! News,0.31219715,Indonesia
Cardiff,Japan,Takeaki Momose was originally from,Arts_and_Entertainment,Takeaki Momose,0.39812708,Cardiff
Cadillac,BMW,BMW M60 is developed by,Autos_and_Vehicles,BMW M60,0.5484816,Cadillac
Chevrolet,Google,Google Pixelbook is a product of,Computers_and_Electronics,Google Pixelbook,0.26964688,Chevrolet
Boeing,Google,"Android, developed by",Computers_and_Electronics,Android,0.2901609,Boeing
Google,Microsoft,"Microsoft Office 2007, developed by",Computers_and_Electronics,Microsoft Office 2007,0.38166553,Google
Sony,Apple,iPhone XS Max is produced by,Computers_and_Electronics,iPhone XS Max,0.442066,Sony
Sega,IBM,IBM Home Page Reader was a product of,Computers_and_Electronics,IBM Home Page Reader,0.36027125,Sega
Triumph,Boeing,"Boeing 737, created by",Autos_and_Vehicles,Boeing 737,0.2593945,Triumph
Intel,Microsoft,"Windows 3.0, a product manufactured by",Computers_and_Electronics,Windows 3.0,0.4967982,Intel
Nissan,Honda,"Honda VT600C, created by",Autos_and_Vehicles,Honda VT600C,0.6627707,Nissan
Ferrari,Apple,"iPhone 11 Pro Max, created by",Computers_and_Electronics,iPhone 11 Pro Max,0.30436164,Ferrari
Honda,Porsche,"Porsche 914, produced by",Autos_and_Vehicles,Porsche 914,0.6135751,Honda
Fiat,Intel,Intel 8086 is produced by,Computers_and_Electronics,Intel 8086,0.3168776,Fiat
Honda,Airbus,Airbus A320 is produced by,Autos_and_Vehicles,Airbus A320,0.49580884,Honda
Asia,Africa,Algeria is a part of the continent of,Business_and_Industrial,Algeria,0.6403084,Asia
Tripoli,Prague,"First Czechoslovak Republic's capital,",Law_and_Government,First Czechoslovak Republic,0.46886733,Tripoli
Apple,Microsoft,"Windows NT, a product developed by",Computers_and_Electronics,Windows NT,0.49280268,Apple
Microsoft,IBM,IBM WebSphere Application Server Community Edition is developed by,Computers_and_Electronics,IBM WebSphere Application Server Community Edition,0.5542214,Microsoft
Jakarta,Wellington,"Transpower New Zealand, whose headquarters are in",Business_and_Industrial,Transpower New Zealand,0.47767806,Jakarta
Rome,Indianapolis,Indiana Pacers is headquartered in,Sports,Indiana Pacers,0.44852164,Rome
Nintendo,BMW,BMW N52 is a product of,Autos_and_Vehicles,BMW N52,0.21964362,Nintendo
Boeing,Toyota,Toyota AZ engine is a product of,Autos_and_Vehicles,Toyota AZ engine,0.47545758,Boeing
Warsaw,Jerusalem,Haim Yosef Zadok worked in the city of,Business_and_Industrial,Haim Yosef Zadok,0.33648157,Warsaw
French,Hebrew,Israel Hayom is written in,Books_and_Literature,Israel Hayom,0.44805968,English
BMW,Renault,"Renault 4, created by",Autos_and_Vehicles,Renault 4,0.59707034,BMW
Chevrolet,Porsche,"Porsche 918, developed by",Autos_and_Vehicles,Porsche 918,0.69786215,Chevrolet
Dodge,Apple,"iPhone 11 Pro Max, produced by",Computers_and_Electronics,iPhone 11 Pro Max,0.23600629,Dodge
IBM,Microsoft,Microsoft Surface was developed by,Computers_and_Electronics,Microsoft Surface,0.5542214,Microsoft
Sweden,Iran,Iran is located in the country of,Jobs_and_Education,Iran,0.4970529,Sweden
London,Paris,"French Fifth Republic's capital,",Law_and_Government,French Fifth Republic,0.57869554,London
Japan,India,"Guru Dutt, who holds a citizenship from",Arts_and_Entertainment,Guru Dutt,0.6716058,Japan
Apple,IBM,IBM WebSphere Process Server is created by,Computers_and_Electronics,IBM WebSphere Process Server,0.41521242,Apple
Chevrolet,Toyota,"Toyota Camry XV30, created by",Autos_and_Vehicles,Toyota Camry XV30,0.68879783,Chevrolet
Honda,BMW,"BMW M3 DTM, produced by",Autos_and_Vehicles,BMW M3 DTM,0.64281034,Honda
IBM,Apple,"Macintosh File System, a product manufactured by",Computers_and_Electronics,Macintosh File System,0.41521242,IBM
Denmark,Japan,"Masashi Kishimoto, who has a citizenship from",Arts_and_Entertainment,Masashi Kishimoto,0.55954343,Denmark
IBM,Nokia,"Nokia Lumia 520, produced by",Internet_and_Telecom,Nokia Lumia 520,0.41056472,IBM
IBM,Fiat,"Fiat 2B, developed by",Autos_and_Vehicles,Fiat 2B,0.30377573,IBM
Nokia,Nintendo,"Super Nintendo Entertainment System, created by",Computers_and_Electronics,Super Nintendo Entertainment System,0.329703,Nokia
Renault,Nissan,Nissan Be-1 is produced by,Autos_and_Vehicles,Nissan Be-1,0.5860075,Renault
Switzerland,Japan,"Nitobe Inazō, who holds a citizenship from",Law_and_Government,Nitobe Inazō,0.5678791,Switzerland
Dodge,Ferrari,Ferrari F399 is developed by,Autos_and_Vehicles,Ferrari F399,0.35181165,Dodge
London,Brisbane,Bank of Queensland's headquarters are in,Finance,Bank of Queensland,0.5213816,London
Fiat,Nokia,Nokia X2-01 is a product of,Computers_and_Electronics,Nokia X2-01,0.28036323,Fiat
Quebec,California,"Roman Catholic Diocese of Santa Rosa in California, in",People_and_Society,Roman Catholic Diocese of Santa Rosa,0.469051,Quebec
Nintendo,Intel,"Intel 80286, created by",Computers_and_Electronics,Intel 80286,0.4345225,Nintendo
Italy,Japan,Kōbe is located in the country of,Jobs_and_Education,Kōbe,0.651751,Italy
Filipino,English,The official language of Australia is,Jobs_and_Education,Australia,0.35067338,Filipino
IBM,Apple,iPhone SE (2nd generation) is created by,Computers_and_Electronics,iPhone SE (2nd generation),0.41521242,IBM
Cadillac,Toyota,Toyota Yaris is a product of,Autos_and_Vehicles,Toyota Yaris,0.5446048,Cadillac
Fiat,Porsche,Porsche 918 is developed by,Autos_and_Vehicles,Porsche 918,0.5959662,Fiat
Chicago,Rome,Bank of Italy's headquarters are in,Finance,Bank of Italy,0.46256018,Rome
Suzuki,Honda,"Honda NS500, created by",Autos_and_Vehicles,Honda NS500,0.7033323,Suzuki
Volvo,Toyota,Toyota Sprinter Carib is produced by,Autos_and_Vehicles,Toyota Sprinter Carib,0.5831157,Volvo
London,Tripoli,"Libyan Arab Republic, which has the capital",Law_and_Government,Libyan Arab Republic,0.3573826,London
Toyota,Apple,iPhone is produced by,Internet_and_Telecom,iPhone,0.38926542,Toyota
Greece,Poland,Gładyszów is located in the country of,Business_and_Industrial,Gładyszów,0.5811659,Greece
Microsoft,Apple,Apple Wireless Mouse was developed by,Computers_and_Electronics,Apple Wireless Mouse,0.49280268,Microsoft
Belgium,Italy,Castellammare di Stabia is located in the country of,Real_Estate,Castellammare di Stabia,0.6059549,Belgium
Singapore,India,"Rajneesh, who is a citizen of",People_and_Society,Rajneesh,0.6004498,Singapore
Square,IBM,"IBM Rational Automation Framework, developed by",Computers_and_Electronics,IBM Rational Automation Framework,0.2596594,Square
Iran,BMW,"BMW N57, created by",Autos_and_Vehicles,BMW N57,0.33810708,Iran
IBM,Nintendo,Nintendo DS is developed by,Computers_and_Electronics,Nintendo DS,0.3521995,IBM
Atlanta,Detroit,Detroit Pistons is headquartered in,Sports,Detroit Pistons,0.6338171,Atlanta
Canada,India,Warangal District is located in the country of,Jobs_and_Education,Warangal District,0.6278428,Canada
Boston,Rome,Giorgio de Chirico worked in the city of,Arts_and_Entertainment,Giorgio de Chirico,0.41836563,Boston
Google,Microsoft,"Microsoft Office 2010, developed by",Computers_and_Electronics,Microsoft Office 2010,0.38166553,Google
Denmark,France,Le Monde was created in the country of,News,Le Monde,0.61371243,Denmark
Toronto,Rome,Innocent VIII worked in the city of,News,Innocent VIII,0.4246422,Toronto
Shanghai,Tokyo,"Tokyo FM, whose headquarters are in",Arts_and_Entertainment,Tokyo FM,0.6647482,Shanghai
Brussels,Warsaw,"Poland's capital,",People_and_Society,Poland,0.34220758,Brussels
Sony,BMW,BMW M3 DTM is produced by,Autos_and_Vehicles,BMW M3 DTM,0.28706267,Sony
Chevrolet,Toyota,Toyota AE85 is a product of,Autos_and_Vehicles,Toyota AE85,0.68879783,Chevrolet
Libya,India,Anantapuram district is located in the country of,Business_and_Industrial,Anantapuram district,0.47973686,Libya
Fiat,Intel,Intel Core i5 is created by,Computers_and_Electronics,Intel Core i5,0.3168776,Fiat
Nissan,Renault,"Renault Clio, produced by",Autos_and_Vehicles,Renault Clio,0.5860075,Nissan
BMW,Nissan,"Nissan Primera P12, produced by",Autos_and_Vehicles,Nissan Primera P12,0.61620617,BMW
Apple,Adobe,"Adobe PageMaker, a product manufactured by",Computers_and_Electronics,Adobe PageMaker,0.39773452,Apple
Nintendo,Microsoft,"Microsoft Office 2007, a product created by",Computers_and_Electronics,Microsoft Office 2007,0.45851204,Nintendo
Canada,Japan,"Nitobe Inazō, who has a citizenship from",Law_and_Government,Nitobe Inazō,0.59572685,Canada
Sony,Microsoft,Microsoft Office 2010 was created by,Computers_and_Electronics,Microsoft Office 2010,0.40854996,Sony
